,시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,입장(이용료)가격 정보,반려동물 동반 가능정보,반려동물 전용 정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,최종작성일
22746,해피웅쓰데이,반려동물업,반려동물 서비스,반려동물용품,서울특별시,광진구,중곡동,,47-17 번지,능동로,340 번,37.55981298,127.081184,4927.0,서울특별시 광진구 능동로 340,서울특별시 광진구 중곡동 47-17,,https://www.instagram.com/happy_woongs_day/,매주 목요일,"월~수 13:00~20:00, 금 13:00~20:00, 토~일 12:00~20:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"수제간식, 강아지사료",없음,2022-11-30
22757,해피펫,반려동물업,반려동물 서비스,반려동물용품,서울특별시,은평구,갈현동,,470-15 번지,연서로17길,18 번,37.61338927,126.915763,3336.0,서울특별시 은평구 연서로17길 18-5,서울특별시 은평구 갈현동 470-15,02-2039-5424,정보없음,매주 일요일,월~토 10:30~21:00,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
22769,햇님약국,반려동물업,반려의료,동물약국,서울특별시,광진구,중곡동,,142-17 번지,천호대로111길,19 번,37.55735105,127.082292,4929.0,서울특별시 광진구 천호대로111길 19,서울특별시 광진구 중곡동 142-17,02-777-0012,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~14:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22776,햇님온누리약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,여의도동,,37 번지,의사당대로,108 번,37.52101442,126.923992,7322.0,서울특별시 영등포구 의사당대로 108,서울특별시 영등포구 여의도동 37,02-761-5520,정보없음,"매주 일요일, 법정공휴일","월,목 09:00~20:00, 화~수, 금 09:00~19:00, 토 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22780,햇빛약국,반려동물업,반려의료,동물약국,서울특별시,강남구,자곡동,,638 번지,자곡로,120 번,37.47214563,127.096502,6373.0,서울특별시 강남구 자곡로 120,서울특별시 강남구 자곡동 638,02-459-3353,정보없음,연중무휴,"월~금 09:00~19:00, 토 09:00~15:00, 일 10:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22781,햇빛약국,반려동물업,반려의료,동물약국,서울특별시,강서구,화곡동,,772-85 번지,등촌로,59-1 번,37.53538384,126.863179,7741.0,서울특별시 강서구 등촌로 59-1,서울특별시 강서구 화곡동 772-85,02-2062-7159,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22791,햇살동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,신월동,,446-4 번지,월정로,46 번,37.52379317,126.842279,7936.0,서울특별시 양천구 월정로 46,서울특별시 양천구 신월동 446-4,02-2690-5673,정보없음,정보없음,정보없음,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22793,햇살약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,장안동,,433-4 번지,장한로,22 번,37.56321714,127.066127,2644.0,서울특별시 동대문구 장한로 22,서울특별시 동대문구 장안동 433-4,02-2217-1190,정보없음,"매주 일요일, 법정공휴일","월~금 09:30~18:00, 토 09:30~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22794,햇살약국,반려동물업,반려의료,동물약국,서울특별시,은평구,진관동,,19 번지,진관4로,17 번,37.64364593,126.9229,3302.0,서울특별시 은평구 진관4로 17,서울특별시 은평구 진관동 19,02-387-5358,정보없음,"매주 토, 일, 법정공휴일",월~금 10:00~17:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22795,햇살약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,북가좌동,,481 번지,수색로,100 번,37.57472719,126.907815,3709.0,서울특별시 서대문구 수색로 100,서울특별시 서대문구 북가좌동 481,02-309-2656,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~18:30, 토 08:30~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22796,햇살약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,48-13 번지,동남로71길,32 번,37.55200492,127.1545,5269.0,서울특별시 강동구 동남로71길 32,서울특별시 강동구 명일동 48-13,02-441-7716,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22797,햇살약국,반려동물업,반려의료,동물약국,서울특별시,송파구,오금동,,18-38 번지,위례성대로20길,31 번,37.50869598,127.127228,5657.0,서울특별시 송파구 위례성대로20길 31,서울특별시 송파구 오금동 18-38,02-406-5258,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22815,햇살온누리약국,반려동물업,반려의료,동물약국,서울특별시,광진구,화양동,,10-1 번지,능동로13길,39 번,37.54395902,127.069758,5016.0,서울특별시 광진구 능동로13길 39,서울특별시 광진구 화양동 10-1,02-467-8667,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:30, 토 09:00~16:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22825,행복감,반려동물업,반려동물식당카페,카페,서울특별시,서대문구,연희동,,192-28 번지,연희로11가길,51 번,37.56634872,126.92755,3707.0,서울특별시 서대문구 연희로11가길 51,서울특별시 서대문구 연희동 192-28,02-6052-5380,http://instagram.com/happpy_moood,연중무휴,매일 11:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022-11-30
22827,행복나눔약국,반려동물업,반려의료,동물약국,서울특별시,서초구,반포동,,20-45 번지,잠원로,24 번,37.5071157,127.009873,6544.0,서울특별시 서초구 잠원로 24,서울특별시 서초구 반포동 20-45,02-533-3107,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22829,행복나무약국,반려동물업,반려의료,동물약국,서울특별시,강동구,천호동,,408-12 번지,천호대로157길,54 번,37.54002444,127.127988,5335.0,서울특별시 강동구 천호대로157길 54,서울특별시 강동구 천호동 408-12,02-487-8880,http://www.instagram.com/tree._.pharm,연중무휴,"월~금 08:30~20:00, 토 08:30~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22830,행복나무약국,반려동물업,반려의료,동물약국,서울특별시,강서구,화곡동,,1032-18 번지,강서로,193 번,37.54335148,126.838306,7707.0,서울특별시 강서구 강서로 193,서울특별시 강서구 화곡동 1032-18,02-2065-8864,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 08:30~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22841,행복약국,반려동물업,반려의료,동물약국,서울특별시,은평구,신사동,,22-3 번지,은평로,52-3 번,37.59831901,126.91385,3449.0,서울특별시 은평구 은평로 52-3,서울특별시 은평구 신사동 22-3,02-303-6637,정보없음,정보없음,정보없음,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22842,행복약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,홍은동,,409-34 번지,거북골로,17 번,37.58041696,126.925417,3662.0,서울특별시 서대문구 거북골로 17,서울특별시 서대문구 홍은동 409-34,02-6407-3119,정보없음,매주 일요일,"월~금 10:00~21:00, 토, 법정공휴일 12:00~21:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22843,행복약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신월동,,136-8 번지,남부순환로59길,3 번,37.53213596,126.831561,7920.0,서울특별시 양천구 남부순환로59길 3,서울특별시 양천구 신월동 136-8,02-2606-0783,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~19:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22861,행복을주는약국,반려동물업,반려의료,동물약국,서울특별시,노원구,공릉동,,567-4 번지,동일로,1036 번,37.62260688,127.074355,1845.0,서울특별시 노원구 동일로 1036,서울특별시 노원구 공릉동 567-4,02-977-4203,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22863,행복이 있는 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,신내동,,405-5 번지,봉화산로,232 번,37.60786117,127.09853,2067.0,서울특별시 중랑구 봉화산로 232,서울특별시 중랑구 신내동 405-5,02-433-3387,https://blog.naver.com/zzangyb5,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22865,행복이가득한온누리약국,반려동물업,반려의료,동물약국,서울특별시,관악구,신림동,,543-22 번지,남부순환로,1443 번,37.48142335,126.911113,8767.0,서울특별시 관악구 남부순환로 1443,서울특별시 관악구 신림동 543-22,02-865-4703,정보없음,법정공휴일,"월~금 09:00~21:00, 토 09:00~20:00, 일 10:30~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22866,행복이열리는약국,반려동물업,반려의료,동물약국,서울특별시,성동구,금호2.3가동,,373-1 번지,독서당로,299-2 번,37.54835896,127.022451,4730.0,서울특별시 성동구 독서당로 299-2,서울특별시 성동구 금호동3가 373-1,02-2253-6060,정보없음,"매주 일요일, 법정공휴일",월~토 09:00~21:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22875,행복한 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,성산동,,152-7 번지,월드컵북로,224 번,37.56980204,126.904699,3941.0,서울특별시 마포구 월드컵북로 224,서울특별시 마포구 성산동 152-7,02-302-7502,https://blog.naver.com/allreen,연중무휴,"월~토 10:00~21:00, 일, 법정공휴일 13:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22888,행복한 우리아이 동물병원,반려동물업,반려의료,동물병원,서울특별시,송파구,삼전동,,22-6 번지,석촌호수로,146 번,37.5068335,127.093152,5600.0,서울특별시 송파구 석촌호수로 146,서울특별시 송파구 삼전동 22-6,02-4247-7552,https://blog.naver.com/dnfldkdlah,매주 일요일,월~토 09:30~19:30,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22889,행복한강아지,반려동물업,반려동물 서비스,미용,서울특별시,관악구,신림동,,499-53 번지,신사로10길,7 번,37.48730599,126.914606,8702.0,서울특별시 관악구 신사로10길 7,서울특별시 관악구 신림동 499-53,02-868-3934,정보없음,연중무휴,매일 10:00~19:30,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
22902,행복한동물병원(서울 관악구),반려동물업,반려의료,동물병원,서울특별시,관악구,봉천동,,464-38 번지,은천로,121 번,37.48694119,126.948752,8729.0,서울특별시 관악구 은천로 121,서울특별시 관악구 봉천동 464-38,02-887-7179,정보없음,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22903,행복한동물병원(서울 도봉구),반려동물업,반려의료,동물병원,서울특별시,도봉구,창동,,749-16 번지,도봉로,618 번,37.65949657,127.041883,1397.0,서울특별시 도봉구 도봉로 618,서울특별시 도봉구 창동 749-16,02-996-8275,https://happyanimalclinic.modoo.at/,연중무휴,"월~토 09:30~21:00, 일 11:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22904,행복한동물병원(서울 성북구),반려동물업,반려의료,동물병원,서울특별시,성북구,장위동,,64-123 번지,돌곶이로,91 번,37.61117977,127.056423,2772.0,서울특별시 성북구 돌곶이로 91,서울특별시 성북구 장위동 64-123,02-915-7582,정보없음,매주 일요일,"월~금 10:00~19:30, 토 10:00~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22905,행복한동물병원(서울 양천구),반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,515-1 번지,공항대로,636 번,37.54661737,126.875348,7968.0,서울특별시 양천구 공항대로 636,서울특별시 양천구 목동 515-1,02-2655-2258,https://blog.naver.com/limjaegook,매주 일요일,"월~금 10:00~19:00, 토 10:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22912,행복한세상동물병원,반려동물업,반려의료,동물병원,서울특별시,양천구,목동,,917-6 번지,목동동로,309 번,37.52914353,126.876009,7997.0,서울특별시 양천구 목동동로 309,서울특별시 양천구 목동 917-6,02-2645-7582,https://www.instagram.com/happywdah/?hl=ko,연중무휴,매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22913,행복한약국,반려동물업,반려의료,동물약국,서울특별시,동대문구,장안동,,394-11 번지,답십리로66길,95 번,37.56860423,127.066224,2625.0,서울특별시 동대문구 답십리로66길 95,서울특별시 동대문구 장안동 394-11,02-2245-2611,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~15:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22914,행복한약국,반려동물업,반려의료,동물약국,서울특별시,성북구,동선동,,79 번지,보문로34길,59 번,37.59111105,127.018581,2845.0,서울특별시 성북구 보문로34길 59,서울특별시 성북구 동선동1가 79,02-927-8253,정보없음,연중무휴,"월 09:30~23:10, 화~일 09:30~23:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22915,행복한약국,반려동물업,반려의료,동물약국,서울특별시,광진구,자양동,,625-30 번지,자양로15길,27 번,37.53556029,127.082184,5057.0,서울특별시 광진구 자양로15길 27,서울특별시 광진구 자양동 625-30,02-447-7114,정보없음,매주 토요일,"월~금 09:00~21:00, 금 09:00~18:30, 일 09:00~18:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22916,행복한약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,문래동,,55-20 번지,경인로,775 번,37.51474642,126.897537,7299.0,서울특별시 영등포구 경인로 775,서울특별시 영등포구 문래동3가 55-20,02-554-7455,정보없음,매주 일요일,"월~금 08:30~19:30, 토 08:30~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22917,행복한약국,반려동물업,반려의료,동물약국,서울특별시,관악구,신림동,,1585-4 번지,남부순환로172길,9 번,37.4831321,126.92529,8774.0,서울특별시 관악구 남부순환로172길 9,서울특별시 관악구 신림동 1585-4,02-837-9405,정보없음,법정공휴일,"월~토 10:00~21:00, 일 10:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22937,행복한오늘 이수약국,반려동물업,반려의료,동물약국,서울특별시,동작구,사당동,,147-48 번지,사당로,308 번,37.48490792,126.981579,7013.0,서울특별시 동작구 사당로 308,서울특별시 동작구 사당동 147-48,02-583-5235,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~20:00, 토 08:00~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22938,행복한온누리약국,반려동물업,반려의료,동물약국,서울특별시,강동구,명일동,,47-12 번지,동남로73길,26 번,37.55329884,127.154783,5269.0,서울특별시 강동구 동남로73길 26,서울특별시 강동구 명일동 47-12,02-416-8173,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~15:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22939,행복한온누리약국,반려동물업,반려의료,동물약국,서울특별시,강남구,도곡동,,544 번지,도곡로,184 번,37.49171348,127.039749,6261.0,서울특별시 강남구 도곡로 184,서울특별시 강남구 도곡동 544,02-578-8791,정보없음,매주 일요일,"월~금 09:00~18:20, 토 09:00~13:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22940,행복한온누리약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,,282-2 번지,목동동로8길,23 번,37.51685543,126.871487,8017.0,서울특별시 양천구 목동동로8길 23,서울특별시 양천구 신정동 282-2,02-2644-4488,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~17:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22951,행운약국,반려동물업,반려의료,동물약국,서울특별시,종로구,혜화동,,46-4 번지,대명길,21 번,37.58324685,127.00044,3078.0,서울특별시 종로구 대명길 21,서울특별시 종로구 명륜4가 46-4,0507-1478-0055,정보없음,연중무휴,"월~금 12:00~23:00, 토~일, 11:00~23:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22952,행운약국,반려동물업,반려의료,동물약국,서울특별시,강남구,신사동,,598-6 번지,논현로,836 번,37.52306735,127.0286,6025.0,서울특별시 강남구 논현로 836,서울특별시 강남구 신사동 598-6,02-543-8360,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
22962,향기나개,반려동물업,반려동물 서비스,미용,서울특별시,중랑구,면목동,,1545 번지,동일로92길,40 번,37.58189295,127.080376,2225.0,서울특별시 중랑구 동일로92길 40,서울특별시 중랑구 면목동 1545,,https://blog.naver.com/jhlovesy15,연중무휴,매일 00:00~24:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
22973,향림근린공원,반려동물업,반려동반여행,여행지,서울특별시,은평구,진관동,,362 번지,진관1로,40 번,37.63044073,126.923581,3311.0,서울특별시 은평구 진관1로 40,서울특별시 은평구 진관동 362,02-351-8002,정보없음,연중무휴,매일 00:00~24:00,N,없음,Y,해당없음,모두 가능,목줄,N,Y,공원,없음,2022-11-30
22983,허그허그,반려동물업,반려동물 서비스,미용,서울특별시,양천구,신정동,,922-24 번지,오목로,157 번,37.52500107,126.854873,7943.0,서울특별시 양천구 오목로 157,서울특별시 양천구 신정동 922-24,0507-1396-5692,http://instagram.com/hughug_petsalon,연중무휴,매일 10:00~19:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
22984,허글 넬로 현대백화점 미아점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,성북구,길음동,,20-1 번지,동소문로,315 번,37.60839984,127.028744,2730.0,서울특별시 성북구 동소문로 315,서울특별시 성북구 길음동 20-1,02-2117-1402,http://www.ehyundai.com/newPortal/DP/DP000000_V.do?branchCd=B00141000,연중무휴,매일 10:30~20:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
22985,허글 본사,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강남구,논현동,,238 번지,언주로,652 번,37.51513143,127.035781,6098.0,서울특별시 강남구 언주로 652,서울특별시 강남구 논현동 238,1688-5001,정보없음,"매주 토, 일",월~금 09:00~18:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
22986,허니모카,반려동물업,반려동물 서비스,반려동물용품,서울특별시,마포구,아현동,,801 번지,마포대로24길,4 번,37.55415367,126.957894,4202.0,서울특별시 마포구 마포대로24길 4,서울특별시 마포구 아현동 801,02-313-7327,https://www.instagram.com/_honeymocha/,매주 일요일,월~토 12:00~20:30,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
22990,허니앤독스,반려동물업,반려동물 서비스,미용,서울특별시,강남구,역삼동,,687-24 번지,언주로108길,18 번,37.50818559,127.040777,6144.0,서울특별시 강남구 언주로108길 18,서울특별시 강남구 역삼동 687-24,02-566-3909,https://blog.naver.com/ksk0909,매주 수요일,"월~화,목~일 10:00~19:30",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지미용,없음,2022-11-30
22997,허브동물병원,반려동물업,반려의료,동물병원,서울특별시,구로구,구로동,,650-4 번지,구일로10길,27 번,37.49594045,126.872267,8323.0,서울특별시 구로구 구일로10길 27,서울특별시 구로구 구로동 650-4,02-6734-7500,정보없음,"법정공휴일, 설, 추석 당일",매일 10:00~20:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
22998,허브동물병원,반려동물업,반려의료,동물병원,서울특별시,금천구,시흥동,,837 번지,독산로,70-1 번,37.45362943,126.906342,8573.0,서울특별시 금천구 독산로 70-1,서울특별시 금천구 시흥동 837,02-867-7776,https://blog.naver.com/9407wook,연중무휴,"월~토 10:00~20:30, 일 13:00~18:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23002,허브약국,반려동물업,반려의료,동물약국,서울특별시,중구,신당동,,366-106 번지,다산로,82 번,37.55165394,127.008394,4597.0,서울특별시 중구 다산로 82,서울특별시 중구 신당동 366-106,0507-1497-0530,https://blog.naver.com/romi9214,"매주 일요일, 법정공휴일","월~금 08:30~19:30, 토 08:30~14:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23003,허브약국,반려동물업,반려의료,동물약국,서울특별시,성동구,금호1가동,,121-3 번지,금호로,158-2 번,37.55504358,127.020313,4721.0,서울특별시 성동구 금호로 158-2,서울특별시 성동구 금호동1가 121-3,02-2297-0999,정보없음,법정공휴일,"월~금 08:30~21:00, 토 08:30~17:00, 일 09:00~14:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23010,허브온누리약국,반려동물업,반려의료,동물약국,서울특별시,강동구,성내동,,194 번지,천호대로,1092 번,37.53524776,127.132664,5381.0,서울특별시 강동구 천호대로 1092,서울특별시 강동구 성내동 194,070-8885-5264,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~20:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23014,허준박물관,반려동물업,반려동반여행,박물관,서울특별시,강서구,가양동,,26-5 번지,허준로,87 번,37.56787245,126.851031,7525.0,서울특별시 강서구 허준로 87,서울특별시 강서구 가양동 26-5,02-3661-8686,www.heojunmuseum.go.kr,"1월1일, 설, 추석 당일, 매주 월요일","화~일 하절기 10:00~18:00, 동절기 10:00~17:00",Y,1000원,N,해당없음,해당없음,해당없음,Y,N,박물관,없음,2022-11-30
23016,허지웅약국,반려동물업,반려의료,동물약국,서울특별시,강남구,대치동,,946 번지,테헤란로,532 번,37.50820622,127.062275,6181.0,서울특별시 강남구 테헤란로 532,서울특별시 강남구 대치동 946,02-553-0777,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~21:00, 토 09:00~16:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23017,헌드레드일레븐,반려동물업,반려동물식당카페,카페,서울특별시,서초구,방배동,,3001-2 번지,서초대로,3-4 번,37.48603179,126.983084,6568.0,서울특별시 서초구 서초대로 3-4,서울특별시 서초구 방배동 3001-2,,http://www.instagram.com/hundred11,연중무휴,매일 08:00~22:00,Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022-11-30
23019,험블커피,반려동물업,반려동물식당카페,카페,서울특별시,송파구,가락동,,157-9 번지,오금로38가길,33 번,37.49944981,127.126945,5818.0,서울특별시 송파구 오금로38가길 33,서울특별시 송파구 가락동 157-9,02-400-1579,http://instagram.com/humble__coffee/,연중무휴,"월~금 08:00~19:00, 토~일 09:00~19:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,애견카페,없음,2022-11-30
23022,헤르바당산역약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,당산2동,,227-1 번지,양평로,40 번,37.53374059,126.902171,7214.0,서울특별시 영등포구 양평로 지하 40,서울특별시 영등포구 당산동6가 227-1,02-2636-3398,https://herbadangsan.tistory.com/,연중무휴,"월~금 08:00~22:00, 토~일, 법정공휴일 10:00~21:00",N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,동물약국,없음,2022-11-30
23023,헤비렙타일,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강서구,화곡동,,143 번지,화곡로,178 번,37.54182415,126.841463,7727.0,서울특별시 강서구 화곡로 178,서울특별시 강서구 화곡동 143,0507-1325-9083,정보없음,연중무휴,매일 13:00~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23032,헤이도그 배곧,반려동물업,반려동물 서비스,반려동물용품,경기도,시흥시,배곧동,,216 번지,서울대학로278번길,34 번,37.36820471,126.728938,15011.0,경기도 시흥시 서울대학로278번길 34,경기도 시흥시 배곧동 216,0507-1327-9948,http://www.instagram.com/heyydogg_baegot,매주 월요일,화~일 11:00~20:30,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지용품,없음,2022-11-30
23037,헤이두부,반려동물업,반려동물 서비스,반려동물용품,서울특별시,강북구,우이동,,72-75 번지,삼양로,526 번,37.64991693,127.01372,1044.0,서울특별시 강북구 삼양로 526,서울특별시 강북구 우이동 72-75,02-900-0519,정보없음,매주 화요일,수~월 11:30~20:00,N,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,"수제간식, 원데이클래스",없음,2022-11-30
23049,헤이복디 창동점,반려동물업,반려동물 서비스,반려동물용품,서울특별시,도봉구,창동,,578-7 번지,덕릉로53길,12 번,37.63828362,127.036817,1471.0,서울특별시 도봉구 덕릉로53길 12,서울특별시 도봉구 창동 578-7,0507-1359-1663,https://www.instagram.com/heybokdi,연중무휴,매일 10:00~19:00,Y,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,사전예약 필수,없음,2022-11-30
23050,헤이븐동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,방배동,,2100 번지,동광로,15 번,37.49103124,126.984562,6560.0,서울특별시 서초구 동광로 15,서울특별시 서초구 방배동 2100,02-532-5119,https://havenah.modoo.at/,매주 일요일,"월~금 10:00~19:00, 토 10:00~17:00",Y,변동,Y,해당없음,모두 가능,제한사항 없음,Y,N,일반동물병원,없음,2022-11-30
23053,헤이플러피,반려동물업,반려동물 서비스,반려동물용품,서울특별시,동작구,사당동,,169-8 번지,사당로17길,52 번,37.48742742,126.973148,7005.0,서울특별시 동작구 사당로17길 52,서울특별시 동작구 사당동 169-8,,https://smartstore.naver.com/heyfluffy,정보없음,정보없음,N,없음,Y,해당없음,모두 가능,제한사항 없음,Y,N,강아지의류,없음,2022-11-30
